777515`JRL`2024-04-02 00:00:00.000`0.0`1.1699999999999999`14`0`
777496`MGK`2024-04-12 00:00:00.000`0.0`2.5`0`0`
777496`MGK`2024-04-15 00:00:00.000`0.0`5.5700000000000003`6`0`
777495`KJF`2024-04-12 00:00:00.000`0.0`3.9700000000000002`6`0`
777494`ZN`2024-04-11 00:00:00.000`0.0`3.9199999999999999`6`0`
777493`JRL`2024-04-08 00:00:00.000`0.0`0.80000000000000004`6`0`
777492`AMH`2024-03-19 00:00:00.000`0.0`8.0000000000000002E-2`6`0`
777491`MGK`2024-03-19 00:00:00.000`0.0`5.0000000000000003E-2`6`0`
777480`JPK`2024-04-15 00:00:00.000`0.0`1.5`2`0`
777479`EU`2024-04-11 00:00:00.000`0.0`8.0000000000000002E-2`2`0`
777478`CA`2024-04-11 00:00:00.000`0.0`3.4700000000000002`2`0`
777478`CA`2024-04-09 00:00:00.000`0.0`1.0800000000000001`0`0`
777478`CA`2024-04-10 00:00:00.000`0.0`8.25`0`0`
777477`JZ`2024-04-04 00:00:00.000`0.0`0.59999999999999998`2`0`
777476`EU`2024-04-03 00:00:00.000`0.0`8.5`2`0`
777475`JPK`2024-04-01 00:00:00.000`0.0`1.5`2`0`
777474`CHK`2024-03-27 00:00:00.000`0.0`0.5`2`0`
777473`CHK`2024-03-27 00:00:00.000`0.0`2.0`2`0`
777473`CHK`2024-03-26 00:00:00.000`0.0`2.5`0`0`
777472`MGK`2024-03-19 00:00:00.000`0.0`8.0000000000000002E-2`2`0`
777464`JPK`2024-04-16 00:00:00.000`0.0`1.5`4`0`
777463`EU`2024-04-15 00:00:00.000`0.0`8.0000000000000002E-2`4`0`
777462`CA`2024-04-11 00:00:00.000`0.0`2.2799999999999998`0`0`
777462`CA`2024-04-15 00:00:00.000`0.0`4.29`4`0`
777462`CA`2024-04-12 00:00:00.000`0.0`8.9499999999999993`0`0`
777461`JZ`2024-04-08 00:00:00.000`0.0`0.59999999999999998`4`0`
777460`EU`2024-04-04 00:00:00.000`0.0`11.33`3`0`
777460`EU`2024-04-05 00:00:00.000`0.0`3.5`1`0`
777459`JPK`2024-04-01 00:00:00.000`0.0`2.9199999999999999`0`0`
777459`JPK`2024-04-02 00:00:00.000`0.0`2.0`4`0`
777458`CHK`2024-03-28 00:00:00.000`0.0`0.75`4`0`
777457`CHK`2024-03-27 00:00:00.000`0.0`4.0`0`0`
777457`CHK`2024-03-28 00:00:00.000`0.0`0.25`4`0`
777457`CHK`2024-03-26 00:00:00.000`0.0`3.25`0`0`
777456`MGK`2024-03-19 00:00:00.000`0.0`8.0000000000000002E-2`4`0`
777453`EU`2024-04-15 00:00:00.000`0.0`8.0000000000000002E-2`10`0`
777452`CA`2024-04-09 00:00:00.000`0.0`1.5`0`0`
777452`CA`2024-04-12 00:00:00.000`0.0`8.9499999999999993`0`0`
777452`CA`2024-04-15 00:00:00.000`0.0`4.29`10`0`
777451`JZ`2024-04-08 00:00:00.000`0.0`0.22`10`0`
777450`JZ`2024-04-08 00:00:00.000`0.0`1.1699999999999999`10`0`
777449`EU`2024-04-05 00:00:00.000`0.0`3.75`4`0`
777449`EU`2024-04-08 00:00:00.000`0.0`5.3300000000000001`6`0`
777448`JPK`2024-04-01 00:00:00.000`0.0`0.5`0`0`
777448`JPK`2024-04-01 00:00:00.000`0.0`1.5`10`0`
777447`AE`2024-03-26 00:00:00.000`0.0`2.0`0`0`
777447`AE`2024-03-27 00:00:00.000`0.0`4.0`10`0`
777446`GV`2024-03-25 00:00:00.000`0.0`2.0`10`0`
777446`GV`2024-03-23 00:00:00.000`0.0`2.5`0`0`
777446`KJF`2024-03-22 00:00:00.000`0.0`0.80000000000000004`0`0`
777445`JRL`2024-03-22 00:00:00.000`0.0`1.6699999999999999`10`0`
777365`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`10`0`
777364`DT`2024-04-11 00:00:00.000`0.0`1.5`10`0`
777363`AH`2024-04-10 00:00:00.000`0.0`2.8999999999999999`10`0`
777362`BC`2024-04-05 00:00:00.000`0.0`1.5`10`0`
777361`NJW`2024-04-05 00:00:00.000`0.0`0.84999999999999998`10`0`
777360`BC`2024-04-05 00:00:00.000`0.0`2.7999999999999998`10`0`
777359`JRL`2024-03-28 00:00:00.000`0.0`0.54000000000000004`10`0`
777358`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`10`0`
777357`DT`2024-04-11 00:00:00.000`0.0`1.5`10`0`
777356`AH`2024-04-10 00:00:00.000`0.0`3.2000000000000002`10`0`
777355`ZN`2024-04-06 00:00:00.000`0.0`1.1499999999999999`10`0`
777354`NJW`2024-04-03 00:00:00.000`0.0`0.88`0`0`
777354`NJW`2024-04-04 00:00:00.000`0.0`1.0`10`0`
777353`ZN`2024-04-03 00:00:00.000`0.0`1.47`10`0`
777352`JRL`2024-04-02 00:00:00.000`0.0`0.5`10`0`
777351`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`4`0`
777350`TM`2024-04-12 00:00:00.000`0.0`0.0`0`0`
777350`TM`2024-04-15 00:00:00.000`0.0`0.53000000000000003`4`0`
777349`DT`2024-04-15 00:00:00.000`0.0`0.57999999999999996`4`0`
777348`TJ`2024-04-08 00:00:00.000`0.0`1.5`3`0`
777348`TJ`2024-04-12 00:00:00.000`0.0`0.5`1`0`
777347`ZN`2024-04-10 00:00:00.000`0.0`1.04`1`0`
777347`ZN`2024-04-05 00:00:00.000`0.0`4.0199999999999996`3`0`
777347`ZN`2024-04-05 00:00:00.000`0.0`1.2`0`0`
777347`ZN`2024-04-06 00:00:00.000`0.0`1.0`4`0`
777346`JRL`2024-04-08 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777346`JRL`2024-04-03 00:00:00.000`0.0`0.33000000000000002`4`0`
777345`AMH`2024-03-19 00:00:00.000`0.0`0.29999999999999999`0`0`
777345`TM`2024-04-12 00:00:00.000`0.0`0.0`4`0`
777343`JZ`2024-04-15 00:00:00.000`0.0`3.23`0`0`
777343`JZ`2024-04-16 00:00:00.000`0.0`2.9500000000000002`24`0`
777342`TJ`2024-04-10 00:00:00.000`0.0`3.1499999999999999`12`0`
777342`TJ`2024-04-11 00:00:00.000`0.0`2.3999999999999999`12`0`
777341`CKR`2024-04-02 00:00:00.000`0.0`17.350000000000001`0`0`
777341`CKR`2024-04-03 00:00:00.000`0.0`3.5`24`0`
777340`JRL`2024-04-01 00:00:00.000`0.0`2.2000000000000002`24`0`
777340`JRL`2024-04-01 00:00:00.000`0.0`2.2000000000000002`24`0`
777287`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`1`0`
777286`JZ`2024-04-09 00:00:00.000`0.0`2.9999999999999999E-2`1`0`
777285`AH`2024-04-09 00:00:00.000`0.0`0.90000000000000002`1`0`
777284`NR`2024-04-06 00:00:00.000`0.0`1.28`1`0`
777283`MB`2024-04-05 00:00:00.000`0.0`1.75`1`0`
777282`JRL`2024-04-03 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777280`TJ`2024-03-18 00:00:00.000`0.0`0.75`2`0`
777280`TJ`2024-03-19 00:00:00.000`0.0`3.5`29`0`
777184`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`1`0`
777183`NR`2024-04-10 00:00:00.000`0.0`0.75`0`0`
777183`NR`2024-04-11 00:00:00.000`0.0`2.5`0`0`
777183`NR`2024-04-12 00:00:00.000`0.0`0.0`1`0`
777182`NR`2024-04-10 00:00:00.000`0.0`0.0`0`0`
777182`NR`2024-04-12 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777181`TJ`2024-04-05 00:00:00.000`0.0`1.5`1`0`
777180`ZN`2024-04-03 00:00:00.000`0.0`1.8300000000000001`0`0`
777180`ZN`2024-04-04 00:00:00.000`0.0`2.1299999999999999`1`0`
777179`JRL`2024-04-02 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777173`AMH`2024-04-15 00:00:00.000`0.0`0.29999999999999999`2`0`
777172`AH`2024-03-27 00:00:00.000`0.0`1.02`1`0`
777170`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`1`0`
777169`TM`2024-04-11 00:00:00.000`0.0`7.2300000000000004`1`0`
777168`EU`2024-04-08 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777167`CA`2024-04-02 00:00:00.000`0.0`0.57999999999999996`0`0`
777167`CA`2024-04-05 00:00:00.000`0.0`6.7300000000000004`0`0`
777167`CA`2024-04-08 00:00:00.000`0.0`3.0`1`0`
777166`JZ`2024-03-27 00:00:00.000`0.0`7.0000000000000007E-2`1`0`
777165`AB`2024-03-25 00:00:00.000`0.0`1.5`1`0`
777165`AB`2024-03-23 00:00:00.000`0.0`1.0`0`0`
777165`ZN`2024-03-29 00:00:00.000`0.0`0.46999999999999997`0`0`
777164`JRL`2024-03-18 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777163`NR`2024-03-28 00:00:00.000`0.0`0.97999999999999998`1`0`
777162`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`1`0`
777161`TM`2024-04-11 00:00:00.000`0.0`7.2300000000000004`1`0`
777160`EU`2024-04-01 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777159`CA`2024-04-01 00:00:00.000`0.0`6.0`1`0`
777159`CA`2024-03-29 00:00:00.000`0.0`3.0`0`0`
777158`JZ`2024-03-27 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777157`EU`2024-03-26 00:00:00.000`0.0`1.25`1`0`
777156`EU`2024-03-25 00:00:00.000`0.0`1.0`1`0`
777155`AB`2024-03-21 00:00:00.000`0.0`1.25`0`0`
777155`AB`2024-03-22 00:00:00.000`0.0`0.75`1`0`
777154`JRL`2024-03-18 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777153`AMH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`1`0`
777152`TM`2024-04-11 00:00:00.000`0.0`7.2300000000000004`1`0`
777151`EU`2024-03-29 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777150`CA`2024-03-28 00:00:00.000`0.0`8.0`0`0`
777150`CA`2024-03-27 00:00:00.000`0.0`23.98`0`0`
777150`CA`2024-04-02 00:00:00.000`0.0`10.0`1`0`
777150`CA`2024-03-29 00:00:00.000`0.0`8.0`1`0`
777149`JZ`2024-03-26 00:00:00.000`0.0`7.0000000000000007E-2`1`0`
777148`EU`2024-03-26 00:00:00.000`0.0`2.1600000000000001`1`0`
777147`EU`2024-03-25 00:00:00.000`0.0`1.0`1`0`
777146`AB`2024-03-23 00:00:00.000`0.0`2.25`1`0`
777145`JRL`2024-03-20 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
777132`JZ`2024-04-15 00:00:00.000`0.0`0.12`12`0`
777131`JZ`2024-04-15 00:00:00.000`0.0`0.0`12`0`
777130`NR`2024-04-12 00:00:00.000`0.0`1.0`0`0`
777130`KJF`2024-04-12 00:00:00.000`0.0`3.8199999999999998`0`0`
777130`KJF`2024-04-15 00:00:00.000`0.0`0.69999999999999996`12`0`
777129`TJ`2024-04-04 00:00:00.000`0.0`1.75`12`0`
777128`TT`2024-04-03 00:00:00.000`0.0`3.3999999999999999`12`0`
777127`JRL`2024-03-26 00:00:00.000`0.0`1.8`12`0`
777125`JZ`2024-04-15 00:00:00.000`0.0`0.10000000000000001`12`0`
777124`TT`2024-04-15 00:00:00.000`0.0`12.0`12`0`
777123`JRL`2024-04-08 00:00:00.000`0.0`1.6000000000000001`12`0`
777101`AMH`2024-04-15 00:00:00.000`0.0`0.29999999999999999`2`0`
777100`AMH`2024-04-15 00:00:00.000`0.0`0.20000000000000001`2`0`
777099`EU`2024-04-15 00:00:00.000`0.0`0.25`2`0`
777098`JLA`2024-04-12 00:00:00.000`0.0`0.80000000000000004`2`0`
777097`ITA`2024-04-11 00:00:00.000`0.0`0.85999999999999999`2`0`
777096`EU`2024-04-11 00:00:00.000`0.0`8.0000000000000002E-2`2`0`
777095`CA`2024-04-11 00:00:00.000`0.0`3.3300000000000001`2`0`
777095`CA`2024-04-09 00:00:00.000`0.0`2.2000000000000002`0`0`
777095`CA`2024-04-10 00:00:00.000`0.0`8.25`0`0`
777094`JZ`2024-04-09 00:00:00.000`0.0`5.0000000000000003E-2`2`0`
777093`DT`2024-04-09 00:00:00.000`0.0`0.31`2`0`
777092`EU`2024-04-08 00:00:00.000`0.0`1.1599999999999999`2`0`
777091`CKR`2024-04-08 00:00:00.000`0.0`0.10000000000000001`2`0`
777090`CKR`2024-04-08 00:00:00.000`0.0`1.0`2`0`
777089`AMH`2024-04-08 00:00:00.000`0.0`0.29999999999999999`2`0`
777087`JZ`2024-03-22 00:00:00.000`0.0`2.9999999999999999E-2`2`0`
777086`CKR`2024-03-22 00:00:00.000`0.0`1.25`2`0`
777085`JRL`2024-03-18 00:00:00.000`0.0`0.20000000000000001`2`0`
777047`JLA`2024-04-02 00:00:00.000`0.0`8.0000000000000002E-2`5`0`
777046`AH`2024-04-02 00:00:00.000`0.0`0.16`5`0`
777045`CA`2024-04-01 00:00:00.000`0.0`6.0`5`0`
777045`CA`2024-03-29 00:00:00.000`0.0`3.0`0`0`
777044`MGK`2024-03-26 00:00:00.000`0.0`6.6299999999999999`5`0`
777043`DT`2024-03-26 00:00:00.000`0.0`0.5`5`0`
777042`AH`2024-03-25 00:00:00.000`0.0`2.0699999999999998`5`0`
777041`NR`2024-03-21 00:00:00.000`0.0`1.25`0`0`
777041`NR`2024-03-22 00:00:00.000`0.0`0.33000000000000002`5`0`
777040`AB`2024-03-21 00:00:00.000`0.0`4.4500000000000002`5`0`
777039`JRL`2024-03-20 00:00:00.000`0.0`0.41999999999999998`5`0`
777032`EU`2024-04-16 00:00:00.000`0.0`7.5`20`0`
777031`CHK`2024-04-12 00:00:00.000`0.0`3.25`20`0`
777030`ZN`2024-04-06 00:00:00.000`0.0`0.52000000000000002`0`0`
777030`ZN`2024-04-08 00:00:00.000`0.0`3.1699999999999999`20`0`
777029`JRL`2024-03-20 00:00:00.000`0.0`1.6699999999999999`20`0`
777014`JZ`2024-04-15 00:00:00.000`0.0`0.10000000000000001`6`0`
777013`JZ`2024-04-15 00:00:00.000`0.0`0.33000000000000002`6`0`
777012`EU`2024-04-11 00:00:00.000`0.0`6.0`6`0`
777011`JPK`2024-04-08 00:00:00.000`0.0`1.5`6`0`
777010`KJR`2024-04-04 00:00:00.000`0.0`3.9300000000000002`0`0`
777010`KJR`2024-04-05 00:00:00.000`0.0`0.5`6`0`
777009`JRL`2024-03-20 00:00:00.000`0.0`1.2`6`0`
776931`AMH`2024-04-15 00:00:00.000`0.0`0.29999999999999999`9`0`
776930`MB`2024-04-10 00:00:00.000`0.0`5.0`9`1`
776929`EU`2024-04-08 00:00:00.000`0.0`8.0000000000000002E-2`10`0`
776928`CA`2024-04-01 00:00:00.000`0.0`17.129999999999999`0`0`
776928`CA`2024-03-29 00:00:00.000`0.0`3.0`0`0`
776928`CA`2024-04-05 00:00:00.000`0.0`6.7300000000000004`0`0`
776928`CA`2024-04-08 00:00:00.000`0.0`3.0`10`0`
776927`AE`2024-03-26 00:00:00.000`0.0`5.75`10`0`
776927`AE`2024-03-25 00:00:00.000`0.0`3.0`0`0`
776926`JZ`2024-03-25 00:00:00.000`0.0`0.84999999999999998`10`0`
776925`AH`2024-03-23 00:00:00.000`0.0`5.2000000000000002`6`0`
776925`AH`2024-03-22 00:00:00.000`0.0`3.7000000000000002`4`0`
776924`ITA`2024-03-18 00:00:00.000`0.0`3.5`0`0`
776924`ITA`2024-03-19 00:00:00.000`0.0`2.7999999999999998`10`0`
776923`JRL`2024-03-18 00:00:00.000`0.0`3.3300000000000001`10`0`
776911`AMH`2024-04-15 00:00:00.000`0.0`0.29999999999999999`4`0`
776909`CHK`2024-04-10 00:00:00.000`0.0`2.0`4`0`
776908`MGK`2024-03-15 00:00:00.000`0.0`8.0000000000000002E-2`4`0`
776900`ITA`2024-04-15 00:00:00.000`0.0`2.3700000000000001`8`0`
776899`JRL`2024-04-01 00:00:00.000`0.0`1.0`8`0`
776838`AMH`2024-04-01 00:00:00.000`0.0`0.29999999999999999`5`0`
776837`JZ`2024-03-28 00:00:00.000`0.0`0.27000000000000002`5`0`
776836`EU`2024-03-27 00:00:00.000`0.0`1.0`5`0`
776835`NR`2024-03-22 00:00:00.000`0.0`3.9500000000000002`5`0`
776834`TM`2024-03-20 00:00:00.000`0.0`2.6000000000000001`5`0`
776833`NR`2024-03-19 00:00:00.000`0.0`2.2200000000000002`5`0`
776832`AMH`2024-03-15 00:00:00.000`0.0`0.29999999999999999`5`0`
776785`JZ`2024-04-15 00:00:00.000`0.0`0.47999999999999998`4`0`
776784`TJ`2024-04-10 00:00:00.000`0.0`4.75`3`0`
776784`TJ`2024-04-11 00:00:00.000`0.0`1.25`1`0`
776784`TJ`2024-04-09 00:00:00.000`0.0`1.0`0`0`
776783`JPK`2024-04-06 00:00:00.000`0.0`4.5`0`0`
776783`JPK`2024-04-08 00:00:00.000`0.0`2.5`4`0`
776782`BS`2024-04-01 00:00:00.000`0.0`2.0`0`0`
776782`BS`2024-04-01 00:00:00.000`0.0`8.0`4`0`
776782`BS`2024-03-28 00:00:00.000`0.0`4.0`0`0`
776782`BS`2024-03-29 00:00:00.000`0.0`2.0`0`0`
776781`JRL`2024-03-19 00:00:00.000`0.0`0.80000000000000004`4`0`
776749`ITA`2024-04-16 00:00:00.000`0.0`1.0`1`0`
776748`AMH`2024-03-20 00:00:00.000`0.0`0.29999999999999999`1`0`
776747`JRL`2024-04-05 00:00:00.000`0.0`0.10000000000000001`1`0`
776737`JLA`2024-04-15 00:00:00.000`0.0`0.29999999999999999`12`0`
776736`JZ`2024-04-15 00:00:00.000`0.0`0.65000000000000002`12`0`
776735`AH`2024-04-09 00:00:00.000`0.0`8.3000000000000007`12`0`
776734`NJW`2024-03-28 00:00:00.000`0.0`3.3799999999999999`12`0`
776733`ITA`2024-03-26 00:00:00.000`0.0`3.5`0`0`
776733`ITA`2024-03-27 00:00:00.000`0.0`3.2000000000000002`12`0`
776732`JRL`2024-03-19 00:00:00.000`0.0`1.3999999999999999`12`0`
776726`JPK`2024-04-15 00:00:00.000`0.0`6.0700000000000003`1`0`
776725`NV`2024-04-12 00:00:00.000`0.0`1.0`1`0`
776724`EH`2024-04-04 00:00:00.000`0.0`5.6299999999999999`1`0`
776723`TJ`2024-04-03 00:00:00.000`0.0`0.25`1`0`
776722`EH`2024-04-01 00:00:00.000`0.0`1.25`1`0`
776722`EH`2024-03-28 00:00:00.000`0.0`1.3300000000000001`0`0`
776722`EH`2024-03-29 00:00:00.000`0.0`0.25`0`0`
776721`JRL`2024-03-20 00:00:00.000`0.0`0.17000000000000001`1`0`
776715`JPK`2024-04-15 00:00:00.000`0.0`9.2699999999999996`1`0`
776714`NV`2024-04-12 00:00:00.000`0.0`1.0`1`0`
776713`EH`2024-04-04 00:00:00.000`0.0`5.6500000000000004`1`0`
776712`TJ`2024-04-03 00:00:00.000`0.0`0.25`1`0`
776711`EH`2024-04-01 00:00:00.000`0.0`1.5`1`0`
776711`EH`2024-03-28 00:00:00.000`0.0`0.25`0`0`
776711`EH`2024-03-29 00:00:00.000`0.0`0.25`0`0`
776710`JRL`2024-03-20 00:00:00.000`0.0`0.17000000000000001`1`0`
776700`JLA`2024-04-15 00:00:00.000`0.0`0.59999999999999998`10`0`
776699`DT`2024-04-09 00:00:00.000`0.0`0.5`10`0`
776698`CKR`2024-04-09 00:00:00.000`0.0`2.1699999999999999`10`0`
776697`EU`2024-04-08 00:00:00.000`0.0`8.0000000000000002E-2`10`0`
776696`CA`2024-04-03 00:00:00.000`0.0`1.6499999999999999`0`0`
776696`CA`2024-04-05 00:00:00.000`0.0`6.7199999999999998`0`0`
776696`CA`2024-04-08 00:00:00.000`0.0`3.0`10`0`
776695`DT`2024-04-01 00:00:00.000`0.0`0.67000000000000004`10`0`
776694`EU`2024-04-01 00:00:00.000`0.0`3.3300000000000001`4`0`
776694`EU`2024-03-28 00:00:00.000`0.0`5.0`6`0`
776693`JPK`2024-03-19 00:00:00.000`0.0`1.5`10`0`
776692`ITA`2024-03-19 00:00:00.000`0.0`2.73`10`0`
776691`JRL`2024-03-18 00:00:00.000`0.0`1.0`10`0`
776508`DT`2024-04-16 00:00:00.000`0.0`0.5`5`0`
776507`EU`2024-04-15 00:00:00.000`0.0`2.3300000000000001`5`0`
776506`MB`2024-04-10 00:00:00.000`0.0`0.75`0`0`
776506`MB`2024-04-11 00:00:00.000`0.0`2.0`5`0`
776505`JRL`2024-04-08 00:00:00.000`0.0`0.56000000000000005`5`0`
776472`DT`2024-04-15 00:00:00.000`0.0`0.17999999999999999`6`0`
776471`DT`2024-04-15 00:00:00.000`0.0`0.5`6`0`
776470`EU`2024-04-04 00:00:00.000`0.0`2.0`6`0`
776468`NJW`2024-04-02 00:00:00.000`0.0`1.7`0`0`
776468`NJW`2024-04-03 00:00:00.000`0.0`0.40000000000000002`6`0`
776467`ITA`2024-04-01 00:00:00.000`0.0`2.23`6`0`
776466`JRL`2024-03-21 00:00:00.000`0.0`0.5`6`0`
776443`DJH`2024-04-16 00:00:00.000`0.0`0.29999999999999999`1`0`
776442`JZ`2024-04-01 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
776442`JZ`2024-03-29 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
776441`JZ`2024-04-01 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
776441`JZ`2024-03-29 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
776440`EU`2024-03-27 00:00:00.000`0.0`1.4099999999999999`1`0`
776439`EH`2024-03-26 00:00:00.000`0.0`2.6499999999999999`0`0`
776439`EH`2024-03-27 00:00:00.000`0.0`1.5`1`0`
776438`TM`2024-03-13 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
776209`JZ`2024-04-15 00:00:00.000`0.0`0.27000000000000002`10`0`
776208`DT`2024-04-12 00:00:00.000`0.0`1.0`10`0`
776207`AH`2024-04-11 00:00:00.000`0.0`2.73`10`0`
776206`BC`2024-04-11 00:00:00.000`0.0`2.5`10`0`
776206`BC`2024-04-08 00:00:00.000`0.0`1.5`0`0`
776205`JRL`2024-03-27 00:00:00.000`0.0`0.5`10`0`
776064`JLA`2024-04-02 00:00:00.000`0.0`0.13`1`0`
776063`NJW`2024-03-25 00:00:00.000`0.0`0.75`1`0`
776062`AH`2024-03-22 00:00:00.000`0.0`0.10000000000000001`1`0`
776061`CA`2024-03-22 00:00:00.000`0.0`6.0`1`0`
776061`CA`2024-03-21 00:00:00.000`0.0`7.9800000000000004`0`0`
776060`JZ`2024-03-18 00:00:00.000`0.0`5.0000000000000003E-2`1`0`
776059`EU`2024-03-14 00:00:00.000`0.0`1.4099999999999999`1`0`
776058`NR`2024-03-14 00:00:00.000`0.0`0.75`1`0`
776057`CH`2024-03-13 00:00:00.000`0.0`0.5`1`0`
776056`ZN`2024-03-12 00:00:00.000`0.0`1.53`1`0`
776055`JRL`2024-03-11 00:00:00.000`0.0`0.13`1`0`
775952`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`6`0`
775951`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`9`0`
775950`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`16`0`
775949`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`42`0`
775948`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`20`0`
775947`JZ`2024-04-12 00:00:00.000`0.0`0.17999999999999999`19`0`
775946`JZ`2024-04-12 00:00:00.000`0.0`0.20000000000000001`19`0`
775945`NJW`2024-04-11 00:00:00.000`0.0`2.5`20`0`
775944`JLA`2024-04-09 00:00:00.000`0.0`0.80000000000000004`0`0`
775944`JLA`2024-04-10 00:00:00.000`0.0`1.22`19`0`
775943`GV`2024-04-04 00:00:00.000`0.0`1.25`19`0`
775942`KJF`2024-03-27 00:00:00.000`0.0`0.55000000000000004`20`0`
775941`KJF`2024-03-26 00:00:00.000`0.0`1.3200000000000001`20`0`
775940`JZ`2024-03-25 00:00:00.000`0.0`0.25`19`0`
775939`AH`2024-03-22 00:00:00.000`0.0`4.8700000000000001`19`1`
775938`NR`2024-03-18 00:00:00.000`0.0`1.5`20`0`
775937`ZN`2024-03-14 00:00:00.000`0.0`3.6000000000000001`20`0`
775937`AMH`2024-03-14 00:00:00.000`0.0`2.75`0`0`
775936`JRL`2024-03-08 00:00:00.000`0.0`1.25`20`0`
775935`GV`2024-04-05 00:00:00.000`0.0`1.4199999999999999`6`0`
775934`ITA`2024-03-12 00:00:00.000`0.0`1.3300000000000001`6`0`
775933`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`62`0`
775932`JZ`2024-04-12 00:00:00.000`0.0`0.57999999999999996`62`0`
775931`JZ`2024-04-12 00:00:00.000`0.0`0.57999999999999996`62`0`
775930`NJW`2024-04-11 00:00:00.000`0.0`1.5`62`0`
775930`NJW`2024-04-10 00:00:00.000`0.0`4.5999999999999996`0`0`
775930`NJW`2024-04-09 00:00:00.000`0.0`0.34999999999999998`0`0`
775930`NJW`2024-04-10 00:00:00.000`0.0`0.17999999999999999`0`0`
775929`JLA`2024-04-09 00:00:00.000`0.0`6.6799999999999997`62`0`
775928`GV`2024-04-05 00:00:00.000`0.0`2.5`62`0`
775927`TJ`2024-04-03 00:00:00.000`0.0`1.25`62`0`
775926`TJ`2024-04-01 00:00:00.000`0.0`3.6000000000000001`62`0`
775925`JZ`2024-03-28 00:00:00.000`0.0`0.25`0`0`
775925`JZ`2024-03-28 00:00:00.000`0.0`0.81999999999999995`62`0`
775924`EU`2024-03-26 00:00:00.000`0.0`10.25`45`0`
775924`EU`2024-03-25 00:00:00.000`0.0`4.0`17`0`
775923`NJW`2024-03-18 00:00:00.000`0.0`3.4700000000000002`62`0`
775922`ZN`2024-03-15 00:00:00.000`0.0`4.2000000000000002`62`0`
775922`AMH`2024-03-11 00:00:00.000`0.0`2.0`0`0`
775922`ZN`2024-03-11 00:00:00.000`0.0`0.81000000000000005`0`0`
775921`JRL`2024-03-11 00:00:00.000`0.0`3.8799999999999999`62`0`
775921`AMH`2024-03-12 00:00:00.000`0.0`2.2200000000000002`0`0`
775920`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`9`0`
775919`JZ`2024-04-11 00:00:00.000`0.0`0.10000000000000001`9`0`
775918`JZ`2024-04-11 00:00:00.000`0.0`0.12`9`0`
775917`NR`2024-04-08 00:00:00.000`0.0`1.25`9`0`
775916`JLA`2024-04-05 00:00:00.000`0.0`2.9300000000000002`9`0`
775915`GV`2024-04-04 00:00:00.000`0.0`0.75`9`0`
775914`KJF`2024-03-27 00:00:00.000`0.0`0.32000000000000001`9`0`
775913`KJF`2024-03-26 00:00:00.000`0.0`0.87`9`0`
775912`JZ`2024-03-25 00:00:00.000`0.0`0.17999999999999999`9`0`
775911`AH`2024-03-22 00:00:00.000`0.0`2.48`9`0`
775910`NR`2024-03-18 00:00:00.000`0.0`0.55000000000000004`9`0`
775909`MB`2024-03-22 00:00:00.000`0.0`0.5`0`0`
775909`ZN`2024-03-16 00:00:00.000`0.0`0.75`9`0`
775909`AMH`2024-03-11 00:00:00.000`0.0`0.71999999999999997`0`0`
775908`JRL`2024-03-08 00:00:00.000`0.0`0.56000000000000005`9`0`
775907`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`16`0`
775906`JZ`2024-04-11 00:00:00.000`0.0`0.13`16`0`
775905`JZ`2024-04-11 00:00:00.000`0.0`0.17000000000000001`16`0`
775904`NR`2024-04-05 00:00:00.000`0.0`2.25`16`0`
775903`JLA`2024-04-04 00:00:00.000`0.0`0.0`1`0`
